uid,body,url,title,newspaper_uid,host,n_tokens_title,n_tokens_body
eb2edcb5e18fc1f12f939c8c86bd89ed,"Debido a que vulneraría el principio de retroactividad, el Tribunal Electoral del Poder Judicial de la Federación (TEPJF) confirmó que no puede aplicarse el proceso de revocación de mandato al gobernador de Chihuahua, Javier Corral, pues fue electo de manera previa a la inclusión de esa figura de participación ciudadana en la Constitución del estado.Por ese criterio, la mayoría de los magistrados dieron la razón al Tribunal Electoral del Estado de Chihuahua, que confirmó la decisión del Instituto Electoral del Estado que declaró improcedente el inicio del proceso de revocación de mandato del gobernador.Corral Jurado fue electo el 5 de junio de 2016 por un periodo de 5 años, el 23 de junio de 2018 se publicó la ley de Participación Ciudadana que incorporó a la legislación local  la revocación de mandato, y el 25 de marzo de 2019 el ciudadano Oscar Humberto González pidió al Organismo Público Electoral Local (OPL) iniciar ese proceso para someter a consulta si Corral debe o no seguir en el cargo. Esta petición fue rechazada por el OPL y confirmado por el Tribunal local.La negativa a realizar ese procedimiento fue impugnada por el PRI, Morena y un grupo de ciudadanos, pero la Sala Superior del TEPJF confirmó que es improcedente iniciar un procedimiento de ese tipo.maf",https://www.eluniversal.com.mx/estados/niega-tepjf-proceso-de-revocacion-de-mandato-javier-corral,Niega TEPJF proceso de revocación de mandato a Javier Corral,eluniversal.csv,www.eluniversal.com.mx,7,102
0fef6b9b1c189584045655c1b7f2e032,"[email protected]Puebla.— Una descomposición social, incremento en algunos delitos de alto impacto, desaceleración económica y polarización de los grupos políticos, serán los problemas que deberá enfrentar de primera mano el gobernador de Puebla, el morenista Miguel Barbosa Huerta.Si bien la entidad se encuentra en la media nacional en incidencia delictiva, indicadores de percepción de inseguridad muestran a una sociedad preocupada por el incremento de diversos delitos —como huachicoleo, feminicidios, robo de mercancías y de autos—, alertaron investigadores universitarios y dirigentes empresariales.“Me parece que hace falta reconstruir el tejido social, la delincuencia tiene que ver con esto en sus diversas dimensiones, se tiene que trabajar una percepción de que no habrá impunidad, sino vigencia efectiva del derecho y que nada está por encima de la ley”, afirmó la investigadora de la Universidad Popular Autónoma del Estado de Puebla (UPAEP), Claudia Ramón Pérez.El sector empresarial, en la cuarta economía del país, mostró preocupación y consideró como focos rojos la desaceleración económica que ha mostrado la entidad en los últimos meses, la posibilidad de una recesión, falta de confianza, seguridad y el Estado de derecho.“Uno de los retos importantes en materia económica es que Puebla ha estado en los últimos años en lugares muy importantes en materia de desarrollo económico, queremos que sea un estado competitivo”, dijo el dirigente estatal de la Confederación Patronal de la República Mexicana (Coparmex), Fernando Treviño.La entidad viene de un sólido régimen conocido como “el morenovallismo”, que encabezaron Rafael Moreno Valle y Martha Erika Alonso Hidalgo, quienes murieron en diciembre pasado en un accidente aéreo.Ambos ejercieron un control de la política local con mano de hierro y sus opositores los acusaron de encarcelar a los principales líderes sociales y políticos; ejercer presión contra alcaldes contrarios y abandonar a los sectores más vulnerables.En contraste, a Moreno Valle, gobernador de 2010 a 2016, se le reconoció la modernización de las principales ciudades, un crecimiento económico del estado por arriba de la media nacional.“Barbosa necesita lograr la conciliación, sentarse a la mesa con distintos grupos para propiciar el diálogo y acabar con la polarización que se generó desde administraciones anteriores pero que se acentuó en el proceso electoral y ese es un tema muy profundo”, indicó la investigadora.De acuerdo con distintos indicadores oficiales, Puebla se encuentra en cuarto lugar nacional de tomas clandestinas a ductos, quinto en robo de productos de carga, primero en feminicidios (con el doble de casos en comparación con el año pasado) y a la par que la Ciudad de México en robo de autos.Semáforo Delictivo reporta que en el segundo trimestre del año Puebla se encuentra entre los primeros 10 estados del país en secuestros, robo de vehículos y a negocios, lesiones, violación, violencia familiar y feminicidios.Otro elemento que deberá afrontar el gobierno de Barbosa será la desigualdad y pobreza, con 39% de poblanos habitando municipios con desarrollo bajo y más de medio millón en pobreza extrema.Al segundo trimestre se habían generado 6 mil 800 empleos formales, cuando la meta era de 30 mil.“Queremos que sea un estado competitivo y el gobierno debe ser facilitador para que genere inversiones (…) Políticamente, lo que estamos viendo es la entrada de un nuevo partido, de una nueva forma de gobernar”, señaló el dirigente empresarial.",https://www.eluniversal.com.mx/estados/inseguridad-y-pobreza-los-retos-de-barbosa,"Inseguridad y pobreza, los retos de Barbosa",eluniversal.csv,www.eluniversal.com.mx,4,274
30c11ef06246cf60e61035b97be3603e,"Mientras el América lidia con la salida de Agustín Marchesín al futbol europeo, existe un delantero español que ve con buenos ojos a la institución azulcrema.Y fue Álvaro Morata, delantero del Atlético de Madrid, quien habló de forma positiva de las Águilas cuando se le preguntó en entrevista con TUDN por su conjunto favorito en la Liga MX.""Quizás escogería al América, ese me gustaría"", indicó Morata, que también comentó que sí conoce los clubes del futbol mexicano. ArtículoMarchesín se va del América como un grande: HerreraUniversal DeportesEl estratega le dedicó unas emotivas palabras de despedida al guardameta argentino El mismo caso fue para su compañero en los ""Colchoneros"", Ángel Correa, quien reveló: ""Me gusta el América"". Ahora ambos futbolistas del Atlético de Madrid compartirán vestidor con el mexicano Héctor Herrera. ArtículoHéctor Herrera podría ser titular en el All Star Game de la MLSUniversal DeportesDurante la pretemporada, el mexicano ha sido uno de los principales relevos del Atlético de Madrid  ",https://www.eluniversal.com.mx/universal-deportes/futbol/alvaro-morata-revela-su-gusto-por-el-america,Álvaro Morata revela su gusto por el América,eluniversal.csv,www.eluniversal.com.mx,5,92
f59abe2cd9eec89e0a2a3701fd2b83e9,"CDMX.- Ante el alza en niveles de inseguridad en el Estado de México, el presidente Andrés Manuel López Obrador pone lupa en esta situación y sostendrá una reunión de seguridad en esa entidad a principios de la próxima semana.""Vamos a tener el lunes próximo la reunión de seguridad en Valle de Bravo, el lunes, porque vamos a tratar el tema de la inseguridad nacional y en el Estado de México en particular"", afirmó.El presidente realizará una gira por diversos estados el fin de semana que concluirá el lunes con una conferencia de prensa mañanera en Valle de Bravo.""El lunes en Valle de Bravo para hacer la evaluación sobre seguridad. Nos estamos apurando para tener todos los elementos (de la Guardia Nacional), tener suficientes elementos y cubrir todas las regiones"", afirmó. ",https://www.eluniversal.com.mx/nacion/amlo-pone-lupa-de-tema-de-inseguridad-en-edomex,AMLO pone lupa de tema de inseguridad en Edomex,eluniversal.csv,www.eluniversal.com.mx,6,66
7e9241f8f8db9d13fda2da788c5b47e4,"CDMX.- El presidente Andrés Manuel López Obrador aseguró que sigue pensando que la extitular de Sedesol, Rosario Robles, quien es investigada por su gobierno, “es un chivo expiatorio”, porque los responsables de la tragedia nacional son los de mero arriba tanto del sector público y el privado.“Como ya está el proceso iniciando se tiene que concluir, yo sigo pensando lo mismo que los responsables de la tragedia nacional son los de mero arriba tanto del sector público, como del sector privado, nada más que ya no les puedo llamar como antes”, dijo al ser cuestionado sobre las investigaciones en contra de la exfuncionaria del gobierno de Enrique Peña Nieto.En septiembre de 2018, en entonces presidente electo, Andrés Manuel López Obrador, dijo que Rosario Robles “es un chivo expiatorio”, y que las acusaciones sobre desvíos millonarios ocurridos durante su gestión en Sedesol y Sedatu era un circo.Durante su conferencia de prensa mañanera, el Presidente recordó que hizo el compromiso de que no íbamos a desatar la persecución, porque no es su fuerte la venganza.“Ayer lo dije ni siquiera a los que nos hicieron mucho daño, no solo el daño personal, no solo porque me robaron la Presidencia, sino porque por ese fraude hundieron al país.Si no se hubiese llevado a cabo el fraude del 2006 no estaría el país como está. Ese fraude causó muchísimo daño porque impusieron a Calderón y su primer acto fue declararle la guerra al narcotráfico, sin tener elementos, sin saber, del porqué de la inseguridad y la violencia, fue pegarle un garrotazo a lo tonto al avispero, y eso desató esta violencia que todavía se padece: muertos, fosas clandestinas, desaparecidos, por el fraude del 2006”. ",https://www.eluniversal.com.mx/nacion/amlo-sigue-pensando-que-rosario-robles-es-un-chivo-expiatorio,AMLO sigue pensando que Rosario Robles “es un chivo expiatorio”,eluniversal.csv,www.eluniversal.com.mx,7,127
ff2f31ade12fd3c832e70e45ec16b2cb,"Texto: Elisa Villa RománDiseño web: Miguel Ángel Garnica Compara el antes y después deslizando la barra central(da clic para ver más grande) El territorio de México no siempre fue el mismo. Sus fronteras se han expandido y contraído por cuestiones políticas y naturales, como la vez que el Río Bravo cambió su cauce beneficiando a Estados Unidos con el territorio de El Chamizal o cuando Yucatán buscó independizarse en 1841 y más tarde en 1846.Pero perder una isla en un juicio realizado al otro lado del mundo mientras aquí se vivían las consecuencias de una guerra, es una anécdota que dio tema de investigación durante décadas.Océano Pacífico, 1897. A unos 1200 kilómetros del puerto de Acapulco se encuentra la isla Clipperton, también conocida como Médanos o La Pasión. Su abundancia en guano (excremento de aves altamente cotizado por sus propiedades fertilizantes) la hacen atractiva al capital extranjero.Los relatos del siglo pasado la describen como una isla desolada, rodeada de numerosos peces y tiburones, sin vegetación, que se asomaba apenas unos diez pies sobre el nivel del mar, inundada en temporada de lluvias, pues en su interior hay un gran lago de agua no potable. Aspecto de la Isla Clipperton. En el minuto 10:42 se pueden apreciar los envases de plástico acumulados en la isla.Se sabe que el lugar fue encontrado en noviembre de 1527 por el español Álvaro de Saavedra Cedrón en una misión ordenada por Hernán Cortés para encontrar una nueva ruta para llegar a las Filipinas. Saavedra anotó el suceso en su bitácora y más tarde, con la Declaración de Independencia, el territorio quedó en manos de México.Sin embargo, no fue el único navegante que la avistó. Otros pasaron por ahí y la bautizaron como Isla Médanos o Isla de la Pasión. El trozo de tierra seguía ahí, sin que nadie le prestara gran importancia y solo funcionaba como punto de referencia para navegar.Sus abundantes recursos seguían sin conocerse. En 1705, el pirata inglés John Clipperton la avistó durante uno de sus viajes y desde entonces se le conoció con el apellido del europeo, pero su país no pudo reclamarla como suya por la situación legal de Clipperton.Así transcurrieron los años hasta 1858, cuando Francia declaró que la isla le pertenecía pues uno de sus navíos había llegado a ella. Sin embargo, no se preocuparon por dejar señales de su ocupación ni de visitarla periódicamente, como señala la profesora Laura Ortiz Valdez, de la UNAM.En su investigación sobre el régimen jurídico de las islas mexicanas, Ortiz dice que las intenciones de Francia sobre la isla Clipperton eran de carácter económico, pero también político.Es cierto que querían explotar el guano de la isla para venderlo como fertilizante, pero poseer Clipperton les daría una ventaja estratégica sobre el Canal de Panamá.Con el paso del tiempo, los franceses prácticamente se habían olvidado de la isla y poco hicieron por explorarla. Los problemas iniciaron cuando un barco pasó cerca de la isla y los tripulantes notaron que había una bandera de Reino Unido.  Inmediatamente lo comunicaron a la prensa. La noticia llegó a México, el gobierno envió una expedición para inspeccionarla y pedirle a los extranjeros que desocuparan la isla. No obstante, existieron algunas negociaciones y México recibió el pago de impuestos por la concesión para la explotación de guano por parte de Reino Unido. Cuando el gobierno francés supo que México había reclamado la isla que por derecho le pertenecía, alegaron que fueron los primeros en descubrirla y comenzó un enfrentamiento diplomático.Críticas sobre la pérdida de la isla Clipperton, publicadas en este diario el 17 de noviembre de 1932. Archivo El Universal.“Francia y México comenzaron a disputarse la isla en 1897. Francia basó sus derechos en que en noviembre de ese año uno de sus navieros, buscando guano, dio con la isla e izó en ella los colores de Napoleón Tercero, informando a la oficina de Relaciones Exteriores de Francia lo que había hecho”, dice una nota publicada en El Universal.Los países no lograron un acuerdo y se propuso someter el tema a un tribunal internacional neutral que decidiría a quién pertenecía la isla. En 1909 se decidió que ese árbitro sería el rey de Italia, Víctor Manuel III.Le pidieron una decisión rápida, pero el litigio duró 22 años. Mientras tanto, el gobierno de Porfirio Díaz envió a Clipperton una centena de militares y más tarde a una familia para hacer acto de presencia en la isla.El lugar era inhóspito, imposible para la agricultura y el agua potable se obtenía de la lluvia. Cada tres meses les enviaban a los habitantes un barco lleno de alimentos que tardaban hasta cuatro días en llegar a la isla.Ajenos a las cosas que pasaban en México, un día de 1912 vieron que el barco había tardado más de la cuenta en llegar. Con la Revolución iniciada en 1910 los viajes se detuvieron y el caso quedó por años en el olvido.Mal comidos y peor vestidos, sobrevivieron hasta su rescate en julio de 1917 por un barco que los llevó a Salina Cruz. Solo sobrevivieron algunas mujeres y niños. Una hipótesis sostiene que practicaron antropofagia cuando las provisiones escasearon. Las anécdotas dieron lugar a muchas interpretaciones que inspiraron la imaginación popular.Esta imagen fue publicada en 1933, en un texto llamado “Una tragedia en Clipperton”. Archivo El Universal. Recientemente, esta casa editorial publicó los detalles de ese capítulo en la historia, disponible en https://bit.ly/2ZkxQmT. En Europa, lejos de esta situación, un enviado del rey se presentó en París con el fallo del rey Víctor Manuel. Era 1931. “Hasta los empleados más antiguos de la oficina de Relaciones Exteriores se habían olvidado por completo de este asunto y fue necesario buscar apresuradamente en los archivos”, reportó este diario.Aunque el gobierno mexicano presentó mapas, diarios de navegación y otras pruebas de que la isla había sido descubierta por españoles y más tarde “heredadas” al México independiente, el fallo fue inapelable. Esa misma noche se telegrafiaron órdenes para que volviera a izarse la bandera de Francia sobre la isla Clipperton. “Aunque parece extraño, los franceses se sienten más orgullosos de este pequeño islote que de cualquiera otra reciente adquisición colonial”, dice una nota de El Universal publicada en 1931.El entonces Secretario de Relaciones Exteriores, Genaro Estrada, declaró para la prensa que el gobierno decidió reservarse sus derechos de examinar con atención la decisión arbitral.Así, con la reforma al artículo 42 de la Constitución, la isla dejó de ser parte del territorio mexicano y el 18 de enero de 1934 el acuerdo entró en vigor sin que México apelara.Recuento del proceso legal de la isla Clipperton, narrado en las páginas de este diario, en 1931. Archivo El Universal.Aunque este suceso no influyó para que México fuera más precavido con su territorio, en los años ochenta surgió la necesidad de inventariar las islas, cayos y arrecifes del territorio nacional.La tarea fue encomendada a don Máximo Evia, quien en ese entonces era funcionario público de las oficinas de Gobernación. Así recorrió las costas desde la península de Baja California, cruzó por Chiapas hasta Quintana Roo y finalizó en Tamaulipas.Concluyó que México cuenta con 239 islas, 23 cayos y 20 arrecifes. Además, hizo una exhaustiva investigación sobre el régimen jurídico de cada territorio, todo registrado en el catálogo. Portada del catálogo de islas y fotografía de don Máximo Evia en la Isla Guadalupe, durante su investigación para la elaboración del mismo. Fotos: cortesía.Aunque don Máximo no estudió Clipperton por no ser parte del territorio mexicano, conoce a profundidad la historia de la isla.“El mayor error que se cometió fue que no se fijó una fecha para el arbitraje. Si bien no se señaló tiempo, no es posible que transcurridos tantos años cuando ya Italia era aliada de las potencias del eje, se decidiera sobre Clipperton”, opina.De acuerdo con un artículo de la UNAM publicado en 2010, uno de los recursos submarinos más destacables de la isla Clipperton son los nódulos polimetálicos, que contienen capas de hierro, manganeso, níquel, cobalto y cobre.Estos metales se encuentran a una profundidad de 3 mil a 4 mil metros y revelan información de la geología marina, pero también son muy demandados en la industria aeroespacial. Los nódulos polimetálicos sirven para construir estructuras de acero altamente resistente al calor, cualidades útiles en la construcción de aviones, submarinos y naves espaciales. Documental sobre la contaminación en Clipperton, por la agencia de noticias AFP. Los subtítulos no están disponibles en español pero se puede utilizar la opción “traducir automáticamente”. En años recientes, numerosos grupos de investigación y medios de comunicación franceses han denunciado la contaminación por plásticos de la isla, que hoy está deshabitada. También hay evidencia de residuos de armas utilizadas durante la Segunda Guerra Mundial.Aunque los recursos pesqueros y metálicos de Clipperton son útiles para diferentes industrias y expediciones científicas que acuden a estudiar la zona, la isla que alguna vez fue motivo de disputa de las grandes potencias hoy está contaminada.Imagen tomada de Google Maps que muestra la ubicación de la isla Clipperton. Existen sitios en francés que se han encargado de recopilar fotos y videos del estado actual de la isla. El trabajo de Jacques Barthet es uno de los más documentados y se puede consultar aquí: https://bit.ly/2LQrcBD La imagen principal pertenece a la primera plana del 26 de febrero de 1931 acerca del laudo dictado sobre la isla Clipperton.Los mapas de la comparativa son de 1711 y 2007. Ambos tienen notas en francés.El mapa de 1711 fue tomado del archivo digital de la Biblioteca Nacional de Francia. Acceso:  https://gallica.bnf.fr/ark:/12148/btv1b53121922k  El mapa de 2007 fue tomado de la revista “The recent molluscan fauna of Île Clipperton (Tropical Eastern Pacific)”, de Kirstie L. Kaiser. Disponible en https://bit.ly/2ZlfCS7Fuentes:Hemeroteca El UniversalEntrevista con don Máximo Evia y Ricardo Evia.“Clipperton, isla mexicana”, de Miguel González Avelar. Revista de la Universidad de México. Acceso: https://bit.ly/2Yz8ksO“Exploran recursos submarinos estratégicos en aguas de las islas clarión”, artículo de la Universidad Nacional Autónoma de México https://bit.ly/2LRssELDocumental sobre la isla Clipperton. Disponible en https://bit.ly/2LQrcBD“Clipperton, un atoll français paradisiaque noyé sous les déchets plastiques” (Clipperton, un idílico atolón francés ahogado en residuos plásticos). Reportaje del diario francés Le Figaro. Disponible en https://bit.ly/2JigFuZ“La pasión en la Isla de Clipperton: una herencia del porfiriato”, artículo de Laura Ortiz Valdez. Biblioteca Jurídica Virtual del Instituto de Investigaciones Jurídicas de la UNAM.Reportaje “Clipperton, une île défigurée par la pollution” (Clipperton, una isla devastada por la contaminación), de la agencia AFP. Disponible en https://bit.ly/2Zl6DAwArtículo de El Universal https://bit.ly/2ZkxQmTArchivo digital de la Biblioteca Nacional de Francia ",https://www.eluniversal.com.mx/mochilazo-en-el-tiempo/la-isla-que-mexico-perdio-sin-darse-cuenta,La isla que México perdió sin darse cuenta,eluniversal.csv,www.eluniversal.com.mx,5,891
b4448c5bc70d567a4b73a04c4d73eed6,"[email protected]Aunque un juez federal impidió, por el momento, la ejecución de cualquier orden de aprehensión o comparecencia contra Rosario Robles, extitular de la extinta Secretaría de Desarrollo Social (Sedesol) por el caso de la Estafa maestra, deberá exhibir una garantía de casi 70 mil pesos para conservar la medida.En tanto, el coordinador de Morena en San Lázaro, Mario Delgado, dijo que se reactivará la demanda de juicio político contra Robles Berlanga: “Hay una demanda de juicio político en la Cámara de Diputados que vamos a acelerar”.Abundó que “desviaciones y robos” como los de la Estafa maestra no pueden quedar impunes y también debe haber una sanción política.Sobre este caso, el juez Décimo de Distrito de Amparo en Materia Penal en la Ciudad de México admitió a trámite la demanda de garantías que Robles Berlanga presentó contra cualquier orden de aprehensión o comparecencia y le concedió suspensión provisional.El juez fijó que a las 11:00 horas del próximo 8 de agosto, la fiscalía y Robles Berlanga, acompañada de sus abogados, acudan al Centro de Justicia Penal federal, para celebrar la audiencia de imputación y vinculación a proceso.El juez de Amparo prevé resolver la suspensión definitiva el próximo 6 de agosto, por lo que si concede la medida es posible que la audiencia en el Reclusorio Sur no se lleve a cabo, ya que las autoridades estarán impedidas para obligar a Robles Berlanga a comparecer.Julio Hernández Barros, abogado de la exsecretaria, señaló en entrevista con EL UNIVERSAL que debido a que los mandos judiciales no les han informado de los delitos por los que se le acusa a la extitular de la Sedesol, se tiene un proceso que recuerda a los que hacía la Santa Inquisición en la Edad Media.Declaración patrimonial. Tras haber servido como titular de Sedesol y de Sedatu, Rosario Robles reportó que compró más de un millón de pesos en joyas y obras de arte, como pinturas y esculturas.Al revisar la declaración patrimonial y de posible conflicto de interés, se encontró que el pasado 7 de diciembre de 2018, una semana después que entrara en funciones el gobierno de Andrés Manuel López Obrador, Robles Berlanga detalló que al adquirir joyas, menaje de casas y obras de arte desembolsó un millón 250 mil pesos.En el documento también se observa que en el rubro de inversiones, Rosario Robles informó a la Secretaría de la Función Pública (SFP) que tiene una cuenta bancaria con un saldo de 180 mil 617 pesos y un seguro de separación individualizada por un millón 773 mil 303, además, en cuatro tarjetas de crédito tenía un adeudo de 94 mil 863 pesos.",https://www.eluniversal.com.mx/nacion/ordenan-rosario-robles-pagar-para-mantener-amparo,Ordenan a Rosario Robles pagar para mantener amparo,eluniversal.csv,www.eluniversal.com.mx,6,219
aefe7ff2bc69a3c9e95f47fc0a880462,"París, Francia.- El virus del Ébola, cuya propagación en la República Democrática del Congo (RDC) ha provocado este jueves el cierre de la frontera con Ruanda, es un agente infeccioso temible para el ser humano, y sucesivas epidemias han provocado unas 15.000 muertes desde 1976.- ¿De dónde procede el virus?Es un virus de la familia de los filoviridae (filovirus) y debe su nombre a un río del norte de la República Democrática del Congo (exZaire) donde fue identificado por primera vez en 1976. Desde entonces se diferenciaron cinco cepas distintas del virus: Zaire, Sudán, Bundibugyo, Reston y Bosque de Tai, de las cuales las tres primeras han provocado las grandes epidemias africanas.- ¿Cómo se transmite? -El virus circula entre los murciélagos que se alimentan con frutas, considerados como los huéspedes naturales y que no contraen la enfermedad. También otros mamíferos, como los grandes simios, antílopes o puercoespines pueden vehiculizar el virus y transmitirlo al hombre. Durante una epidemia, el virus del Ébola se transmite entre humanos por contactos directos. Una persona sana se contagia por los ""fluidos corporales"" de un enfermo: sangre, vómitos, heces, etc. Contrariamente a la gripe, por ejemplo, el virus del Ébola no se transmite por el aire y es menos contagioso que otras enfermedades virales. Pero, provoca gran temor por su altísima ""tasa de mortalidad"": mata aproximadamente a la mitad de las personas a las que afecta, según la Organización Mundial de la Salud (OMS). - ¿Cuáles son los síntomas?Tras un periodo de incubación de entre 2 y 21 días (cinco días de media), el virus provoca una fiebre repentina, con un gran debilitamiento físico, dolores musculares y articulares, así como de cabeza y garganta. A menudo se han observado secuelas en los sobrevivientes: artritis, problemas de vista, inflamación de ojos y trastornos auditivos. - ¿Qué tratamientos posibles? -No existe en la actualidad ninguna vacuna ni tratamiento comercializados para enfrentar la enfermedad del ébola, pero se están siguiendo y probando diferentes pistas al respecto. Una vacuna experimental fue desarrollada como consecuencia del devastador brote que afectó a África del oeste entre fines de 2013 y 2016, que provocó más de 11.300 muertes. Una prueba a gran escala realizada por la OMS en Guinea, en 2015, demostró que era una buena protección, pero solamente contra una de las cepas del virus. Esta misma vacuna se utiliza actualmente en una campaña focalizada en la RDC, donde se ha desencadenado una epidemia desde mediados de 2018.- La peor epidemia: 2013-2016 -Originada en el sur de Guinea en diciembre de 2013, la epidemia más violenta de la historia provocó hasta enero de 2016 más de 11.300 muertos sobre aproximadamente unos 29 mil casos registrados, según la OMS. Más del 99% de las víctimas estaban concentradas en Liberia, Sierra Leona y Guinea. La actual epidemia RDC empezó el 1 de agosto de 2018 en la provincia de Kivú Norte, para después extenderse. En Uganda se registraron dos casos en junio de 2019. Desde comienzos de julio, dos enfermos murieron en Goma, la segunda ciudad del país y un tercero fue detectado el miércoles. Ciudad con entre uno y dos millones de habitantes, Goma se encuentra ubicada a orillas del lago Kivú, cerca de Ruanda, que decidió este jueves cerrar su frontera con la RDC. El último balance de este nuevo brote es de 1.803 muertos, según cifras publicadas el miércoles por las autoridades. Es la décima epidemia que afecta al territorio congoleño, y la segunda más grave en el continente tras la de 2013-2016 en África del oeste.  ",https://www.eluniversal.com.mx/mundo/retrato-de-un-asesino-el-virus-del-ebola,"Retrato de un asesino, el virus del Ébola",eluniversal.csv,www.eluniversal.com.mx,4,295
c770ae26c7bfe4da6e10e46860b39671,"#GamersLa nueva temporada de Fortnite ya está disponible para todos sus fans, la cual cuenta con varias novedades que seguro harán que más de uno disfrute de este juego multiplataforma.Una de las más llamativas, es la aparición de un nuevo robot llamado B.R.U.T.O. el cual puede ser pilotado hasta por dos jugadores. El nuevo vehículo fue presentado en el tráiler de la Temporada 10 de Fortnite.Se trata de robots mecanizados que cuentan con una gran potencia de fuego, por lo que brindan una amplia ventaja en los tiroteos con otros jugadores, sin embargo debes considerar que no son invencibles y un grupo de jugadores puede acabar contigo si se organizan.Para tener más claros todas las novedades que incluye esta nueva temporada, un post en el blog oficial del juego los explica. De acuerdo con la publicación, habrá un nuevo pase de batalla que costará 10 dólares, el cual da a los jugadores la oportunidad desbloquear un nuevos skins.Asimismo, el pase también permite desbloquear una serie de misiones, que servirán para ir desbloqueando recompensas. Epic adelantó que habrá más de 100 nuevas recompensas exclusivas para quienes paguen el pase y si llegas al Tier 100, el más elevado, desbloquearás el traje definitivo del Caballero Ultima.De igual manera, jugadores especulan sobre la posibilidad de realizar viajes en el tiempo dentro del juego, así lo insinúa el trailer presentado ayer por la tarde. ArtículoArranca Torneo Mundial de Fortnite; participa una gamer mexicanaTechbitDe entre los 200 videojugadores que fueron invitados por Epic Games al primer mundial del juego en Nueva York, la joven Danyan Cat es la única mujer mexicana ",https://www.eluniversal.com.mx/techbit/fortnite-da-inicio-su-temporada-10,Fortnite da inicio a su temporada 10,eluniversal.csv,www.eluniversal.com.mx,4,136
9773c64f668720ef67b8f0d091d27a97,"El Hotel Sheraton de la ciudad de Atlanta se encuentra bajo alerta luego de un brote de la enfermedad del legionario, que suma 11 casos confirmados y 55 bajo investigación. Las autoridades del Departamento de Salud Pública (DPH) de Georgia informaron que hasta el momento no se han reportado muertes por esta enfermedad respiratoria, que es la forma más severa de neumonía, de acuerdo con la Clínica Mayo. La enfermedad del legionario es un padecimiento causado por la bacteria de la legionella, que se contagia inhalar directamente pequeñas gotas de agua en el aire que contienen la bacteria. VisitaAlertan por mosquito que transmite virus mortal en FloridaUn tercio de las personas con 'encefalitis equina del este' muere por complicaciones y los pacientes que sobreviven tienen daño cerebral  Los primeros pacientes reportados, visitaron el Hotel Sheraton Atlanta entre el 12 de junio y el 15 de julio de 2019, según un comunicado de la DPH. Las instalaciones del hotel se encuentran cerradas, para evitar más casos. El Departamento de Salud Pública de Georgia ha recolectados dos muestras ambientales para hallar el origen del contagio. Debido a que el ambiente natural de la bacteria de la legionella es el agua dulce, su medio ambiente natural son las regaderas, grifos, tinas de hidromasaje, fuentes y sistemas de plomería en inmuebles de gran tamaño. ¿CUÁLES SON LOS SÍNTOMAS DE LA ENFERMEDAD DEL LEGIONARIO? Los primeros días, la enfermedad se manifiesta con dolor de cabeza y muscular, escalofríos, así como con temperatura mayor a los 40 grados centígrados. Después del segundo o tercer día de exposición a la bacteria de la legionella, se presenta tos (en ocasiones con sangre), dolor en el pecho, complicaciones para respirar, náuseas, diarrea, vómito y desorientación. Los primeros síntomas aparecen entre dos y 10 días después de estar en contacto con la bacteria y la parte del cuerpo más afectada son los pulmones. Las personas con mayor riesgo de contagio son los mayores de 50 años de edad, fumadores y pacientes con sistemas inmunológicos débiles o con enfermedad pulmonar crónica.Lee tambiénMaine alerta por infección de virus transmitido por garrapatas La enfermedad ocasiona fiebre alta, vómito, mareo e inflamación en el cerebro ",https://www.viveusa.mx/destinos/alertan-por-brote-de-la-enfermedad-del-legionario-en-hotel-de-atlanta,alertan por brote de la enfermedad del legionario en hotel de atlanta,eluniversal.csv,www.viveusa.mx,6,188
